avg_sentiment,news_count,date_only,daily_return,Close
0.0,1,2011-04-27,0.0,0.4824999868869781
0.06818181818181818,2,2011-04-28,1.0880843641076776,0.4877499938011169
0.16666666666666669,2,2011-04-29,2.511533850245029,0.5
0.03787878787878788,11,2011-05-02,-1.3499975204467773,0.4932500123977661
0.0,3,2011-05-03,-4.76432330090214,0.4697499871253967
0.0,3,2011-05-05,0.053621808307102725,0.4665000140666961
0.16666666666666666,3,2011-05-06,3.5369765675813625,0.4830000102519989
0.12727272727272726,5,2011-05-09,2.225671942088958,0.4937500059604645
-0.029166666666666664,3,2011-05-11,0.45500220067091757,0.496749997138977
0.5,1,2011-05-12,3.1706071526534263,0.512499988079071
-0.07777777777777779,4,2011-05-13,-10.926828405957778,0.4564999938011169
0.0,5,2011-05-16,-3.0668124336465707,0.4424999952316284
0.0,3,2011-05-17,-0.3954785060934274,0.4407500028610229
0.11666666666666665,3,2011-05-18,2.3255818670973927,0.4510000050067901
0.0,2,2011-05-19,-1.4412429378904412,0.4444999992847442
0.0,1,2011-05-20,1.7435330804102867,0.4522500038146972
0.17333333333333334,5,2011-05-23,-0.11055689518648659,0.4517500102519989
0.07500000000000004,4,2011-05-24,0.38738070412642767,0.4535000026226043
0.2611111111111111,9,2011-05-25,1.2127869377111855,0.4589999914169311
0.0,2,2011-05-26,2.505446877716455,0.4704999923706054
-0.1685185185185185,3,2011-05-27,3.6131816845881737,0.4875000119209289
0.10833333333333334,9,2011-05-31,2.7692256152513695,0.5009999871253967
0.0,3,2011-06-01,-4.4910137965126,0.4785000085830688
0.0,1,2011-06-02,-0.47022271583420094,0.4762499928474426
0.0,3,2011-06-03,-3.0971137083926847,0.4614999890327453
0.09534632034632036,7,2011-06-06,-2.1126715086562275,0.4517500102519989
0.1,5,2011-06-07,-0.055342927910706496,0.4514999985694885
0.125,8,2011-06-08,-2.713179676123023,0.4392499923706054
0.01142857142857143,7,2011-06-09,-1.1383028613486723,0.434249997138977
0.0,6,2011-06-10,-1.4392617341884018,0.4280000030994415
0.0,3,2011-06-13,-0.7009325132681266,0.4250000119209289
-0.014204545454545456,4,2011-06-14,0.8235257983621347,0.4284999966621399
0.1590909090909091,4,2011-06-15,-2.1586896826376045,0.4192500114440918
0.125,3,2011-06-16,-3.458562084366912,0.4047499895095825
0.0,7,2011-06-17,-2.347127151768247,0.395249992609024
0.015740740740740736,6,2011-06-20,-1.201766891319489,0.390500009059906
0.05,2,2011-06-21,2.1766913637984997,0.3989999890327453
0.0,3,2011-06-22,-1.3784433447378786,0.3935000002384186
-0.075,4,2011-06-23,2.986026081083959,0.4052500128746032
0.11666666666666667,2,2011-06-24,-2.899447813175138,0.3935000002384186
0.0,3,2011-06-27,-2.096568764333606,0.3852500021457672
-0.04,5,2011-06-28,0.5840326854696487,0.387499988079071
0.0,6,2011-06-29,1.5483902823045348,0.3935000002384186
0.20303030303030303,4,2011-06-30,1.27064681794129,0.398499995470047
0.029166666666666664,6,2011-07-01,1.3174421515227852,0.4037500023841858
0.03,5,2011-07-05,-1.6718235448605623,0.3970000147819519
0.033766233766233764,7,2011-07-06,-1.3224198283776634,0.3917500078678131
0.0,3,2011-07-07,0.3828923185628108,0.3932499885559082
0.08888888888888889,3,2011-07-08,-1.9071819620349095,0.3857499957084656
0.028571428571428564,7,2011-07-11,-3.49967729280104,0.3722499907016754
0.04911616161616161,6,2011-07-12,-1.343182097118023,0.367249995470047
-0.12499999999999999,6,2011-07-13,-0.20422198896118404,0.3664999902248382
0.05696969696969696,5,2011-07-14,-3.9563417514121957,0.3519999980926513
-0.041666666666666664,3,2011-07-15,0.1420436265362479,0.3524999916553497
-0.023703703703703706,5,2011-07-18,-2.127657595741317,0.3449999988079071
0.0,10,2011-07-19,3.0434822795822436,0.3555000126361847
-0.175,8,2011-07-20,-1.2658232092766064,0.3510000109672546
-0.016666666666666673,5,2011-07-21,4.700853467164734,0.3675000071525574
0.12038567493112948,11,2011-07-22,2.0408143405366452,0.375
0.2382783882783883,13,2011-07-25,-1.6000032424926869,0.3689999878406524
0.03727272727272727,5,2011-07-26,-2.4390172986737957,0.3600000143051147
0.019642857142857136,14,2011-07-27,-3.7500012417633677,0.3465000092983246
0.175,10,2011-07-28,-0.21645172441050464,0.3457500040531158
0.21666666666666665,4,2011-07-29,0.0,0.3457500040531158
0.09999999999999999,7,2011-08-01,5.3506869187416095,0.3642500042915344
0.0,6,2011-08-02,-1.0295117033739087,0.3605000078678131
0.09666666666666668,15,2011-08-03,2.704571031333103,0.3702499866485595
0.07575757575757576,6,2011-08-04,-9.520588676582054,0.3350000083446502
0.09375,8,2011-08-05,-3.3582145651507633,0.3237499892711639
0.06666666666666667,11,2011-08-08,-7.876447990181923,0.2982499897480011
0.09444444444444444,6,2011-08-09,8.382231959701869,0.3232499957084656
0.11333333333333333,5,2011-08-10,-4.56303294989061,0.3084999918937683
-0.013768115942028985,23,2011-08-11,8.670988341640285,0.3352499902248382
0.025,2,2011-08-12,-3.952272546046476,0.3219999969005584
0.125,5,2011-08-15,3.8043497878250454,0.3342500030994415
0.0,1,2011-08-16,-2.842183040378954,0.324750006198883
0.016666666666666666,3,2011-08-17,-1.385681780764647,0.320250004529953
0.03333333333333333,6,2011-08-18,-6.79156995840331,0.2985000014305115
-0.005952380952380952,6,2011-08-19,-1.7587962777149135,0.2932499945163727
0.15555555555555556,9,2011-08-22,1.7902837211632772,0.2985000014305115
0.164,5,2011-08-23,10.804015735626148,0.3307499885559082
-0.06000000000000001,5,2011-08-24,-1.4361250834375117,0.3260000050067901
-0.11000000000000001,5,2011-08-25,-4.294478022844483,0.3120000064373016
0.03333333333333333,9,2011-08-26,4.246792644519548,0.3252499997615814
0.15,2,2011-08-29,2.6902357146083578,0.3339999914169311
0.1,2,2011-08-30,2.3952144964210387,0.3420000076293945
0.4166666666666667,3,2011-08-31,-2.7046826941577673,0.332749992609024
0.125,2,2011-09-01,-0.2253960215980899,0.3319999873638153
0.5,4,2011-09-06,2.0123763595809585,0.3294999897480011
0.0,3,2011-09-07,8.118360899351785,0.356249988079071
0.22727272727272724,5,2011-09-08,-0.49122594502851724,0.3544999957084656
0.2,4,2011-09-09,-2.1156538612797426,0.3470000028610229
-0.026875,8,2011-09-12,2.37752104456197,0.3552500009536743
0.0,9,2011-09-13,2.2519314253806932,0.3632499873638153
0.07222222222222223,9,2011-09-14,5.1617378040400785,0.3819999992847442
0.0,4,2011-09-15,1.4397876451897718,0.387499988079071
0.1590909090909091,4,2011-09-16,-0.2580612015896655,0.3865000009536743
0.16666666666666666,3,2011-09-19,-2.069854176041741,0.3785000145435333
0.20833333333333334,6,2011-09-20,-2.5759598965477526,0.3687500059604645
0.13636363636363635,1,2011-09-21,-1.8983048600939578,0.3617500066757202
-0.26666666666666666,3,2011-09-22,-6.634421117393896,0.3377499878406524
0.0,5,2011-09-23,2.072538722946393,0.3447499871253967
0.2578125,4,2011-09-26,0.21755047809064454,0.3454999923706054
0.08333333333333333,6,2011-09-27,0.14471594030081025,0.3459999859333038
0.21212121212121213,3,2011-09-28,-3.0346775875243037,0.3355000019073486
0.01948051948051948,7,2011-09-29,-2.459015810953613,0.3272500038146972
0.02,5,2011-10-03,-5.595527564931658,0.2952499985694885
0.0,4,2011-10-04,9.229463852937103,0.3224999904632568
0.21212121212121213,3,2011-10-05,3.5658918740292256,0.3339999914169311
0.27380952380952384,7,2011-10-06,3.9670728943409728,0.3472500145435333
0.0,2,2011-10-07,1.871843239018367,0.3537499904632568
0.0,1,2011-10-10,4.452302803398189,0.3695000112056732
0.3,5,2011-10-11,-1.0825461393572877,0.3655000030994415
0.08571428571428572,7,2011-10-12,-0.06840264853359423,0.3652499914169311
0.2521604938271605,3,2011-10-13,5.817935670390328,0.3865000009536743
-0.005555555555555552,3,2011-10-14,1.6817608553705954,0.3930000066757202
0.0,1,2011-10-17,-4.961836344758108,0.3734999895095825
0.3333333333333333,3,2011-10-18,3.6144592733499348,0.3869999945163727
0.08444444444444445,5,2011-10-19,-2.0025851782344506,0.3792499899864197
0.08710317460317461,7,2011-10-20,-5.009886434485433,0.3602499961853027
0.6,2,2011-10-24,3.729283268942729,0.3754999935626983
0.05,10,2011-10-26,1.1764677736053164,0.3655000030994415
0.0,2,2011-10-27,4.309163011363637,0.3812499940395355
0.0,1,2011-10-28,2.295079814333656,0.3899999856948852
0.025,2,2011-11-01,-5.000000000000004,0.351500004529953
0.075,1,2011-11-02,-1.706973565298009,0.3454999923706054
0.07142857142857142,1,2011-11-03,6.005793468089871,0.3662500083446502
0.033333333333333326,5,2011-11-07,-0.5398121625168395,0.3684999942779541
0.0,4,2011-11-09,-5.039786099959819,0.3580000102519989
0.0,1,2011-11-10,1.0474850045623318,0.3617500066757202
-0.025,5,2011-11-11,3.5245333866740447,0.3745000064373016
0.04545454545454545,6,2011-11-14,-1.9359174479662844,0.367249995470047
0.08143939393939394,3,2011-11-15,1.2934005200900822,0.3720000088214874
0.030555555555555558,9,2011-11-16,-2.016135073094605,0.3644999861717224
0.0,2,2011-11-17,-3.566524591209419,0.351500004529953
0.07125000000000001,10,2011-11-21,5.02512936946331,0.3657500147819519
0.075,2,2011-11-22,3.0758684392318436,0.3770000040531158
0.0,2,2011-11-23,-4.2440324802622715,0.3610000014305115
0.13636363636363635,3,2011-11-25,-2.7700804497591602,0.3510000109672546
-0.3749999999999999,8,2011-11-28,5.626780179265656,0.3707500100135803
0.5,1,2011-11-29,0.5394481454073397,0.3727500140666961
0.04,5,2011-11-30,4.828967456504807,0.390749990940094
0.03409090909090909,4,2011-12-01,1.215614449539082,0.3955000042915344
0.125,2,2011-12-02,-0.6321106418930356,0.3930000066757202
0.0,3,2011-12-05,-1.5267206252997267,0.3869999945163727
0.0,3,2011-12-06,-1.4211857551057694,0.3815000057220459
0.08806818181818182,4,2011-12-08,-3.1641383871367723,0.367249995470047
0.06660714285714285,16,2011-12-12,-2.4832254929304076,0.3632499873638153
0.1,5,2011-12-14,-3.89242378135074,0.3395000100135803
0.06666666666666667,6,2011-12-15,-0.8836585839025468,0.3364999890327453
0.09999999999999999,3,2011-12-16,0.3714706831046799,0.3377499878406524
0.06266233766233766,4,2011-12-19,-2.590671197737515,0.3289999961853027
0.024671717171717168,6,2011-12-20,5.623100441617912,0.3474999964237213
0.0875,4,2011-12-21,-1.2949645223717,0.3429999947547912
0.15,1,2011-12-22,4.300292723106902,0.3577499985694885
0.06818181818181818,2,2011-12-27,-0.7762905267401532,0.351500004529953
0.0,3,2012-01-03,1.298701745504327,0.3510000109672546
0.054971590909090914,4,2012-01-04,1.1395949227712254,0.3549999892711639
0.1388888888888889,3,2012-01-05,3.5915493371585505,0.3677499890327453
0.11363636363636363,1,2012-01-06,-1.1556737221387614,0.3634999990463257
0.0,1,2012-01-09,0.0,0.3634999990463257
0.03704545454545455,4,2012-01-10,-0.4126576325592546,0.3619999885559082
0.05,1,2012-01-11,-2.0027572911960445,0.3547500073909759
0.19318181818181818,1,2012-01-12,-0.6342538939390185,0.3524999916553497
-0.012499999999999997,4,2012-01-13,-2.624109343835701,0.3432500064373016
0.21428571428571427,7,2012-01-17,-1.5294994364691394,0.3379999995231628
0.045454545454545456,5,2012-01-18,3.4023671508574216,0.3495000004768371
0.0,3,2012-01-19,2.646633821295552,0.3587499856948852
0.0,1,2012-01-23,2.7426099674219717,0.3652499914169311
-0.04,6,2012-01-25,-0.6024058892901585,0.3712500035762787
0.02363636363636364,5,2012-01-26,-0.9427648511292852,0.3677499890327453
0.0,2,2012-01-27,1.3596261544702948,0.3727500140666961
0.15767045454545453,8,2012-01-30,-0.7377623593684102,0.3700000047683716
0.0,1,2012-01-31,-0.20270411771435848,0.3692499995231628
0.39285714285714285,7,2012-02-01,1.0832791093831284,0.3732500076293945
0.0,1,2012-02-02,3.7508367805284326,0.387250006198883
0.32469135802469135,6,2012-02-06,-0.7585312632010122,0.3925000131130218
0.0,4,2012-02-07,0.25477378139828755,0.3935000002384186
0.03409090909090909,4,2012-02-08,3.621349490054615,0.4077500104904175
0.0,11,2012-02-09,-0.06131494201794263,0.4074999988079071
0.05303030303030303,12,2012-02-13,1.572325511529682,0.4037500023841858
0.05714285714285715,7,2012-02-14,0.557272054493474,0.4059999883174896
-0.03766233766233767,7,2012-02-15,-0.43103261600023757,0.4042499959468841
0.03409090909090909,4,2012-02-16,1.7316015720292288,0.4112499952316284
0.125,2,2012-02-17,-3.6474129772176345,0.3962500095367431
0.024999999999999994,4,2012-02-21,0.5047328719194555,0.398250013589859
0.0,3,2012-02-22,-0.6905233407365818,0.3955000042915344
-0.16666666666666666,3,2012-02-23,0.5688965635624266,0.3977499902248382
0.0,1,2012-02-24,-0.7542404153967897,0.3947499990463257
0.25,2,2012-02-27,-2.0265956756093995,0.3867500126361847
0.0,4,2012-02-28,-0.9049811064455793,0.3832499980926513
